Year,REF_AREA,Country,Age,% Population,Value_population
1993,LVA,Lettonie,20-64,59.27,1519192.0
1994,LVA,Lettonie,20-64,59.15,1490966.0
1995,LVA,Lettonie,20-64,59.12,1469165.0
1996,LVA,Lettonie,20-64,59.16,1453707.0
1997,LVA,Lettonie,20-64,59.24,1441106.0
1998,LVA,Lettonie,20-64,59.37,1430859.0
1999,LVA,Lettonie,20-64,59.59,1424588.0
2000,LVA,Lettonie,20-64,59.79,1415663.0
2001,LVA,Lettonie,20-64,59.92,1400466.0
2002,LVA,Lettonie,20-64,59.99,1385953.0
2003,LVA,Lettonie,20-64,60.1,1374982.0
2004,LVA,Lettonie,20-64,60.25,1363607.0
2005,LVA,Lettonie,20-64,60.42,1352635.0
2006,LVA,Lettonie,20-64,60.58,1343896.0
2007,LVA,Lettonie,20-64,60.82,1338217.0
2008,LVA,Lettonie,20-64,61.07,1329654.0
2009,LVA,Lettonie,20-64,61.23,1311278.0
2010,LVA,Lettonie,20-64,61.41,1288184.0
2011,LVA,Lettonie,20-64,61.64,1269550.0
2012,LVA,Lettonie,20-64,61.81,1257320.0
2013,LVA,Lettonie,20-64,61.75,1242865.0
2014,LVA,Lettonie,20-64,61.42,1224571.0
2015,LVA,Lettonie,20-64,60.97,1205671.0
2016,LVA,Lettonie,20-64,60.44,1184325.0
2017,LVA,Lettonie,20-64,59.88,1163109.0
2018,LVA,Lettonie,20-64,59.42,1145189.0
2019,LVA,Lettonie,20-64,59.01,1129270.0
2020,LVA,Lettonie,20-64,58.61,1113767.0
2021,LVA,Lettonie,20-64,58.3,1098639.0
2022,LVA,Lettonie,20-64,58.03,1090618.0
1990,LTU,Lituanie,20-64,59.09,2184920.0
1991,LTU,Lituanie,20-64,59.08,2188486.0
1992,LTU,Lituanie,20-64,59.04,2184508.0
1993,LTU,Lituanie,20-64,58.96,2171317.0
1994,LTU,Lituanie,20-64,58.93,2155183.0
1995,LTU,Lituanie,20-64,58.9,2137688.0
1996,LTU,Lituanie,20-64,58.85,2119551.0
1997,LTU,Lituanie,20-64,58.78,2101520.0
1998,LTU,Lituanie,20-64,58.68,2082864.0
1999,LTU,Lituanie,20-64,58.63,2066371.0
2000,LTU,Lituanie,20-64,58.73,2055293.0
2001,LTU,Lituanie,20-64,58.8,2040956.0
2002,LTU,Lituanie,20-64,58.86,2026541.0
2003,LTU,Lituanie,20-64,59.04,2016337.0
2004,LTU,Lituanie,20-64,59.25,2000950.0
2005,LTU,Lituanie,20-64,59.47,1975836.0
2006,LTU,Lituanie,20-64,59.68,1951492.0
2007,LTU,Lituanie,20-64,59.89,1935201.0
2008,LTU,Lituanie,20-64,60.09,1921772.0
2009,LTU,Lituanie,20-64,60.29,1907026.0
2010,LTU,Lituanie,20-64,60.29,1867439.0
2011,LTU,Lituanie,20-64,60.3,1825803.0
2012,LTU,Lituanie,20-64,60.58,1809895.0
2013,LTU,Lituanie,20-64,60.84,1799438.0
2014,LTU,Lituanie,20-64,60.9,1785868.0
2015,LTU,Lituanie,20-64,60.8,1766215.0
2016,LTU,Lituanie,20-64,60.61,1738337.0
2017,LTU,Lituanie,20-64,60.36,1707250.0
2018,LTU,Lituanie,20-64,60.24,1687551.0
2019,LTU,Lituanie,20-64,60.26,1683790.0
2020,LTU,Lituanie,20-64,60.35,1686715.0
2021,LTU,Lituanie,20-64,60.58,1701383.0
1990,LUX,Luxembourg,20-64,63.41,242128.0
1991,LUX,Luxembourg,20-64,63.32,245043.0
1992,LUX,Luxembourg,20-64,63.15,247655.0
1993,LUX,Luxembourg,20-64,62.86,249845.0
1994,LUX,Luxembourg,20-64,62.49,251784.0
1995,LUX,Luxembourg,20-64,62.14,253911.0
1996,LUX,Luxembourg,20-64,61.84,256151.0
1997,LUX,Luxembourg,20-64,61.61,258414.0
1998,LUX,Luxembourg,20-64,61.45,260977.0
1999,LUX,Luxembourg,20-64,61.34,264050.0
2000,LUX,Luxembourg,20-64,61.42,267983.0
2001,LUX,Luxembourg,20-64,61.54,271726.0
2002,LUX,Luxembourg,20-64,61.53,274538.0
2003,LUX,Luxembourg,20-64,61.56,278025.0
2004,LUX,Luxembourg,20-64,61.59,282124.0
2005,LUX,Luxembourg,20-64,61.61,286589.0
2006,LUX,Luxembourg,20-64,61.72,291698.0
2007,LUX,Luxembourg,20-64,61.86,296927.0
2008,LUX,Luxembourg,20-64,62.06,303270.0
2009,LUX,Luxembourg,20-64,62.27,309993.0
2010,LUX,Luxembourg,20-64,62.48,316719.0
2011,LUX,Luxembourg,20-64,62.74,325196.0
2012,LUX,Luxembourg,20-64,62.97,334342.0
2013,LUX,Luxembourg,20-64,63.12,342958.0
2014,LUX,Luxembourg,20-64,63.28,352045.0
2015,LUX,Luxembourg,20-64,63.46,361499.0
2016,LUX,Luxembourg,20-64,63.72,371793.0
2017,LUX,Luxembourg,20-64,63.97,381465.0
2018,LUX,Luxembourg,20-64,64.09,389657.0
2019,LUX,Luxembourg,20-64,64.17,397835.0
2020,LUX,Luxembourg,20-64,64.2,404718.0
2021,LUX,Luxembourg,20-64,64.18,410805.0
2022,LUX,Luxembourg,20-64,64.12,418794.0
1990,POL,Pologne,20-64,57.86,22005000.0
1991,POL,Pologne,20-64,58.09,22137500.0
1992,POL,Pologne,20-64,58.32,22263500.0
1993,POL,Pologne,20-64,58.54,22373500.0
1994,POL,Pologne,20-64,58.73,22464000.0
1995,POL,Pologne,20-64,58.91,22548000.0
1996,POL,Pologne,20-64,59.09,22624000.0
1997,POL,Pologne,20-64,59.26,22692500.0
1998,POL,Pologne,20-64,59.44,22754500.0
1999,POL,Pologne,20-64,59.43,22744000.0
2000,POL,Pologne,20-64,59.59,22797682.0
2001,POL,Pologne,20-64,60.09,22983033.0
2002,POL,Pologne,20-64,60.63,23180949.0
2003,POL,Pologne,20-64,61.33,23423793.0
2004,POL,Pologne,20-64,62.01,23676747.0
2005,POL,Pologne,20-64,62.66,23910885.0
2006,POL,Pologne,20-64,63.22,24108290.0
2007,POL,Pologne,20-64,63.72,24286640.0
2008,POL,Pologne,20-64,64.16,24455757.0
2009,POL,Pologne,20-64,64.52,24616858.0
2010,POL,Pologne,20-64,64.88,24987968.0
2011,POL,Pologne,20-64,65.07,25068865.0
2012,POL,Pologne,20-64,65.02,25055191.0
2013,POL,Pologne,20-64,64.87,24976710.0
2014,POL,Pologne,20-64,64.61,24865311.0
2015,POL,Pologne,20-64,64.28,24719796.0
2016,POL,Pologne,20-64,63.84,24531372.0
2017,POL,Pologne,20-64,63.32,24328429.0
2018,POL,Pologne,20-64,62.75,24104133.0
2019,POL,Pologne,20-64,62.17,23865168.0
2022,POL,Pologne,20-64,60.56,22906752.0
1990,ESP,Espagne,20-64,57.98,22532112.0
1991,ESP,Espagne,20-64,58.37,22730914.0
1992,ESP,Espagne,20-64,58.79,23014935.0
1993,ESP,Espagne,20-64,59.21,23301627.0
1994,ESP,Espagne,20-64,59.64,23587550.0
1995,ESP,Espagne,20-64,60.11,23876659.0
1996,ESP,Espagne,20-64,60.59,24166981.0
1997,ESP,Espagne,20-64,61.05,24449733.0
1998,ESP,Espagne,20-64,61.46,24715668.0
1999,ESP,Espagne,20-64,61.86,24971451.0
2000,ESP,Espagne,20-64,62.17,25211956.0
2001,ESP,Espagne,20-64,62.37,25425952.0
2002,ESP,Espagne,20-64,62.69,25969553.0
2003,ESP,Espagne,20-64,63.0,26582591.0
2004,ESP,Espagne,20-64,63.36,27157605.0
2005,ESP,Espagne,20-64,63.67,27799451.0
