Year,REF_AREA,Country,Household_type,Measure,INCOME_PRINCIPAL,INCOME_SPOUSE,Net_average_tax_rate_pct,Unit_measure
2024,SVN,Slovénie,"Couple, 2 children",net_average_tax_rate,100,100,31.17,PT
2000,ESP,Espagne,"Couple, 2 children",net_average_tax_rate,100,100,17.97,PT
2001,ESP,Espagne,"Couple, 2 children",net_average_tax_rate,100,100,18.34,PT
2002,ESP,Espagne,"Couple, 2 children",net_average_tax_rate,100,100,18.72,PT
2003,ESP,Espagne,"Couple, 2 children",net_average_tax_rate,100,100,17.99,PT
2004,ESP,Espagne,"Couple, 2 children",net_average_tax_rate,100,100,18.35,PT
2005,ESP,Espagne,"Couple, 2 children",net_average_tax_rate,100,100,18.6,PT
2006,ESP,Espagne,"Couple, 2 children",net_average_tax_rate,100,100,18.84,PT
2007,ESP,Espagne,"Couple, 2 children",net_average_tax_rate,100,100,18.52,PT
2008,ESP,Espagne,"Couple, 2 children",net_average_tax_rate,100,100,17.29,PT
2009,ESP,Espagne,"Couple, 2 children",net_average_tax_rate,100,100,17.87,PT
2010,ESP,Espagne,"Couple, 2 children",net_average_tax_rate,100,100,19.85,PT
2011,ESP,Espagne,"Couple, 2 children",net_average_tax_rate,100,100,20.22,PT
2012,ESP,Espagne,"Couple, 2 children",net_average_tax_rate,100,100,21.01,PT
2013,ESP,Espagne,"Couple, 2 children",net_average_tax_rate,100,100,21.08,PT
2014,ESP,Espagne,"Couple, 2 children",net_average_tax_rate,100,100,21.16,PT
2015,ESP,Espagne,"Couple, 2 children",net_average_tax_rate,100,100,19.44,PT
2016,ESP,Espagne,"Couple, 2 children",net_average_tax_rate,100,100,19.42,PT
2017,ESP,Espagne,"Couple, 2 children",net_average_tax_rate,100,100,19.27,PT
2018,ESP,Espagne,"Couple, 2 children",net_average_tax_rate,100,100,19.46,PT
2019,ESP,Espagne,"Couple, 2 children",net_average_tax_rate,100,100,19.56,PT
2020,ESP,Espagne,"Couple, 2 children",net_average_tax_rate,100,100,18.92,PT
2021,ESP,Espagne,"Couple, 2 children",net_average_tax_rate,100,100,19.7,PT
2022,ESP,Espagne,"Couple, 2 children",net_average_tax_rate,100,100,19.96,PT
2023,ESP,Espagne,"Couple, 2 children",net_average_tax_rate,100,100,20.48,PT
2024,ESP,Espagne,"Couple, 2 children",net_average_tax_rate,100,100,21.04,PT
2000,SWE,Suède,"Couple, 2 children",net_average_tax_rate,100,100,29.86,PT
2001,SWE,Suède,"Couple, 2 children",net_average_tax_rate,100,100,28.3,PT
2002,SWE,Suède,"Couple, 2 children",net_average_tax_rate,100,100,26.65,PT
2003,SWE,Suède,"Couple, 2 children",net_average_tax_rate,100,100,27.36,PT
2004,SWE,Suède,"Couple, 2 children",net_average_tax_rate,100,100,27.82,PT
2005,SWE,Suède,"Couple, 2 children",net_average_tax_rate,100,100,27.57,PT
2006,SWE,Suède,"Couple, 2 children",net_average_tax_rate,100,100,26.82,PT
2007,SWE,Suède,"Couple, 2 children",net_average_tax_rate,100,100,23.68,PT
2008,SWE,Suède,"Couple, 2 children",net_average_tax_rate,100,100,23.17,PT
2009,SWE,Suède,"Couple, 2 children",net_average_tax_rate,100,100,21.75,PT
2010,SWE,Suède,"Couple, 2 children",net_average_tax_rate,100,100,21.1,PT
2011,SWE,Suède,"Couple, 2 children",net_average_tax_rate,100,100,21.26,PT
2012,SWE,Suède,"Couple, 2 children",net_average_tax_rate,100,100,21.42,PT
2013,SWE,Suède,"Couple, 2 children",net_average_tax_rate,100,100,21.71,PT
2014,SWE,Suède,"Couple, 2 children",net_average_tax_rate,100,100,21.08,PT
2015,SWE,Suède,"Couple, 2 children",net_average_tax_rate,100,100,21.32,PT
2016,SWE,Suède,"Couple, 2 children",net_average_tax_rate,100,100,21.71,PT
2017,SWE,Suède,"Couple, 2 children",net_average_tax_rate,100,100,21.91,PT
2018,SWE,Suède,"Couple, 2 children",net_average_tax_rate,100,100,21.61,PT
2019,SWE,Suède,"Couple, 2 children",net_average_tax_rate,100,100,21.05,PT
2020,SWE,Suède,"Couple, 2 children",net_average_tax_rate,100,100,21.21,PT
2021,SWE,Suède,"Couple, 2 children",net_average_tax_rate,100,100,21.06,PT
2022,SWE,Suède,"Couple, 2 children",net_average_tax_rate,100,100,21.03,PT
2023,SWE,Suède,"Couple, 2 children",net_average_tax_rate,100,100,20.9,PT
2024,SWE,Suède,"Couple, 2 children",net_average_tax_rate,100,100,20.13,PT
2000,CHE,Suisse,"Couple, 2 children",net_average_tax_rate,100,100,14.84,PT
2001,CHE,Suisse,"Couple, 2 children",net_average_tax_rate,100,100,15.03,PT
2002,CHE,Suisse,"Couple, 2 children",net_average_tax_rate,100,100,15.15,PT
2003,CHE,Suisse,"Couple, 2 children",net_average_tax_rate,100,100,14.79,PT
2004,CHE,Suisse,"Couple, 2 children",net_average_tax_rate,100,100,14.86,PT
2005,CHE,Suisse,"Couple, 2 children",net_average_tax_rate,100,100,14.87,PT
2006,CHE,Suisse,"Couple, 2 children",net_average_tax_rate,100,100,14.35,PT
2007,CHE,Suisse,"Couple, 2 children",net_average_tax_rate,100,100,14.82,PT
2008,CHE,Suisse,"Couple, 2 children",net_average_tax_rate,100,100,13.28,PT
2009,CHE,Suisse,"Couple, 2 children",net_average_tax_rate,100,100,13.77,PT
2010,CHE,Suisse,"Couple, 2 children",net_average_tax_rate,100,100,13.98,PT
2011,CHE,Suisse,"Couple, 2 children",net_average_tax_rate,100,100,13.74,PT
2012,CHE,Suisse,"Couple, 2 children",net_average_tax_rate,100,100,13.62,PT
2013,CHE,Suisse,"Couple, 2 children",net_average_tax_rate,100,100,13.46,PT
2014,CHE,Suisse,"Couple, 2 children",net_average_tax_rate,100,100,12.83,PT
2015,CHE,Suisse,"Couple, 2 children",net_average_tax_rate,100,100,12.76,PT
2016,CHE,Suisse,"Couple, 2 children",net_average_tax_rate,100,100,13.21,PT
2017,CHE,Suisse,"Couple, 2 children",net_average_tax_rate,100,100,13.25,PT
2018,CHE,Suisse,"Couple, 2 children",net_average_tax_rate,100,100,13.47,PT
2019,CHE,Suisse,"Couple, 2 children",net_average_tax_rate,100,100,13.69,PT
2020,CHE,Suisse,"Couple, 2 children",net_average_tax_rate,100,100,14.08,PT
2021,CHE,Suisse,"Couple, 2 children",net_average_tax_rate,100,100,14.67,PT
2022,CHE,Suisse,"Couple, 2 children",net_average_tax_rate,100,100,14.47,PT
2023,CHE,Suisse,"Couple, 2 children",net_average_tax_rate,100,100,14.56,PT
2024,CHE,Suisse,"Couple, 2 children",net_average_tax_rate,100,100,14.47,PT
2000,GBR,Royaume-Uni,"Couple, 2 children",net_average_tax_rate,100,100,23.2,PT
2001,GBR,Royaume-Uni,"Couple, 2 children",net_average_tax_rate,100,100,21.93,PT
2002,GBR,Royaume-Uni,"Couple, 2 children",net_average_tax_rate,100,100,22.1,PT
2003,GBR,Royaume-Uni,"Couple, 2 children",net_average_tax_rate,100,100,24.22,PT
2004,GBR,Royaume-Uni,"Couple, 2 children",net_average_tax_rate,100,100,24.38,PT
2005,GBR,Royaume-Uni,"Couple, 2 children",net_average_tax_rate,100,100,24.41,PT
2006,GBR,Royaume-Uni,"Couple, 2 children",net_average_tax_rate,100,100,24.47,PT
2007,GBR,Royaume-Uni,"Couple, 2 children",net_average_tax_rate,100,100,24.63,PT
2008,GBR,Royaume-Uni,"Couple, 2 children",net_average_tax_rate,100,100,23.14,PT
2009,GBR,Royaume-Uni,"Couple, 2 children",net_average_tax_rate,100,100,22.65,PT
2010,GBR,Royaume-Uni,"Couple, 2 children",net_average_tax_rate,100,100,22.83,PT
2011,GBR,Royaume-Uni,"Couple, 2 children",net_average_tax_rate,100,100,22.49,PT
2012,GBR,Royaume-Uni,"Couple, 2 children",net_average_tax_rate,100,100,22.21,PT
2013,GBR,Royaume-Uni,"Couple, 2 children",net_average_tax_rate,100,100,21.46,PT
2014,GBR,Royaume-Uni,"Couple, 2 children",net_average_tax_rate,100,100,21.06,PT
2015,GBR,Royaume-Uni,"Couple, 2 children",net_average_tax_rate,100,100,20.92,PT
2016,GBR,Royaume-Uni,"Couple, 2 children",net_average_tax_rate,100,100,21.05,PT
2017,GBR,Royaume-Uni,"Couple, 2 children",net_average_tax_rate,100,100,21.16,PT
2018,GBR,Royaume-Uni,"Couple, 2 children",net_average_tax_rate,100,100,21.2,PT
2019,GBR,Royaume-Uni,"Couple, 2 children",net_average_tax_rate,100,100,21.18,PT
2020,GBR,Royaume-Uni,"Couple, 2 children",net_average_tax_rate,100,100,20.61,PT
2021,GBR,Royaume-Uni,"Couple, 2 children",net_average_tax_rate,100,100,21.22,PT
2022,GBR,Royaume-Uni,"Couple, 2 children",net_average_tax_rate,100,100,21.7,PT
2023,GBR,Royaume-Uni,"Couple, 2 children",net_average_tax_rate,100,100,21.31,PT
2024,GBR,Royaume-Uni,"Couple, 2 children",net_average_tax_rate,100,100,19.26,PT
2000,AUT,Autriche,"Couple, 2 children",net_average_tax_rate,100,0,15.15,PT
2001,AUT,Autriche,"Couple, 2 children",net_average_tax_rate,100,0,15.87,PT
2002,AUT,Autriche,"Couple, 2 children",net_average_tax_rate,100,0,16.41,PT
2003,AUT,Autriche,"Couple, 2 children",net_average_tax_rate,100,0,16.88,PT
2004,AUT,Autriche,"Couple, 2 children",net_average_tax_rate,100,0,17.49,PT
2005,AUT,Autriche,"Couple, 2 children",net_average_tax_rate,100,0,17.8,PT
2006,AUT,Autriche,"Couple, 2 children",net_average_tax_rate,100,0,18.68,PT
2007,AUT,Autriche,"Couple, 2 children",net_average_tax_rate,100,0,19.52,PT
2008,AUT,Autriche,"Couple, 2 children",net_average_tax_rate,100,0,20.34,PT
2009,AUT,Autriche,"Couple, 2 children",net_average_tax_rate,100,0,17.38,PT
2010,AUT,Autriche,"Couple, 2 children",net_average_tax_rate,100,0,17.93,PT
2011,AUT,Autriche,"Couple, 2 children",net_average_tax_rate,100,0,19.05,PT
2012,AUT,Autriche,"Couple, 2 children",net_average_tax_rate,100,0,19.8,PT
2013,AUT,Autriche,"Couple, 2 children",net_average_tax_rate,100,0,20.66,PT
2014,AUT,Autriche,"Couple, 2 children",net_average_tax_rate,100,0,21.08,PT
2015,AUT,Autriche,"Couple, 2 children",net_average_tax_rate,100,0,21.63,PT
2016,AUT,Autriche,"Couple, 2 children",net_average_tax_rate,100,0,18.56,PT
2017,AUT,Autriche,"Couple, 2 children",net_average_tax_rate,100,0,19.09,PT
2018,AUT,Autriche,"Couple, 2 children",net_average_tax_rate,100,0,19.61,PT
2019,AUT,Autriche,"Couple, 2 children",net_average_tax_rate,100,0,14.95,PT
2020,AUT,Autriche,"Couple, 2 children",net_average_tax_rate,100,0,13.24,PT
2021,AUT,Autriche,"Couple, 2 children",net_average_tax_rate,100,0,15.66,PT
2022,AUT,Autriche,"Couple, 2 children",net_average_tax_rate,100,0,11.02,PT
2023,AUT,Autriche,"Couple, 2 children",net_average_tax_rate,100,0,14.11,PT
2024,AUT,Autriche,"Couple, 2 children",net_average_tax_rate,100,0,14.13,PT
2000,BEL,Belgique,"Couple, 2 children",net_average_tax_rate,100,0,23.71,PT
2001,BEL,Belgique,"Couple, 2 children",net_average_tax_rate,100,0,24.46,PT
2002,BEL,Belgique,"Couple, 2 children",net_average_tax_rate,100,0,24.43,PT
2003,BEL,Belgique,"Couple, 2 children",net_average_tax_rate,100,0,23.43,PT
2004,BEL,Belgique,"Couple, 2 children",net_average_tax_rate,100,0,21.98,PT
2005,BEL,Belgique,"Couple, 2 children",net_average_tax_rate,100,0,22.12,PT
2006,BEL,Belgique,"Couple, 2 children",net_average_tax_rate,100,0,22.12,PT
2007,BEL,Belgique,"Couple, 2 children",net_average_tax_rate,100,0,22.15,PT
2008,BEL,Belgique,"Couple, 2 children",net_average_tax_rate,100,0,22.57,PT
2009,BEL,Belgique,"Couple, 2 children",net_average_tax_rate,100,0,22.41,PT
2010,BEL,Belgique,"Couple, 2 children",net_average_tax_rate,100,0,23.55,PT
2011,BEL,Belgique,"Couple, 2 children",net_average_tax_rate,100,0,23.72,PT
2012,BEL,Belgique,"Couple, 2 children",net_average_tax_rate,100,0,23.56,PT
2013,BEL,Belgique,"Couple, 2 children",net_average_tax_rate,100,0,23.01,PT
2014,BEL,Belgique,"Couple, 2 children",net_average_tax_rate,100,0,22.94,PT
2015,BEL,Belgique,"Couple, 2 children",net_average_tax_rate,100,0,22.57,PT
2016,BEL,Belgique,"Couple, 2 children",net_average_tax_rate,100,0,20.91,PT
2017,BEL,Belgique,"Couple, 2 children",net_average_tax_rate,100,0,20.86,PT
2018,BEL,Belgique,"Couple, 2 children",net_average_tax_rate,100,0,20.44,PT
2019,BEL,Belgique,"Couple, 2 children",net_average_tax_rate,100,0,19.39,PT
2020,BEL,Belgique,"Couple, 2 children",net_average_tax_rate,100,0,19.17,PT
2021,BEL,Belgique,"Couple, 2 children",net_average_tax_rate,100,0,19.24,PT
2022,BEL,Belgique,"Couple, 2 children",net_average_tax_rate,100,0,20.73,PT
2023,BEL,Belgique,"Couple, 2 children",net_average_tax_rate,100,0,20.07,PT
2024,BEL,Belgique,"Couple, 2 children",net_average_tax_rate,100,0,19.89,PT
2000,DNK,Danemark,"Couple, 2 children",net_average_tax_rate,100,0,28.17,PT
2001,DNK,Danemark,"Couple, 2 children",net_average_tax_rate,100,0,27.69,PT
2002,DNK,Danemark,"Couple, 2 children",net_average_tax_rate,100,0,27.29,PT
2003,DNK,Danemark,"Couple, 2 children",net_average_tax_rate,100,0,27.24,PT
2004,DNK,Danemark,"Couple, 2 children",net_average_tax_rate,100,0,26.73,PT
2005,DNK,Danemark,"Couple, 2 children",net_average_tax_rate,100,0,26.56,PT
2006,DNK,Danemark,"Couple, 2 children",net_average_tax_rate,100,0,26.8,PT
2007,DNK,Danemark,"Couple, 2 children",net_average_tax_rate,100,0,27.15,PT
2008,DNK,Danemark,"Couple, 2 children",net_average_tax_rate,100,0,27.01,PT
2009,DNK,Danemark,"Couple, 2 children",net_average_tax_rate,100,0,26.43,PT
2010,DNK,Danemark,"Couple, 2 children",net_average_tax_rate,100,0,24.87,PT
2011,DNK,Danemark,"Couple, 2 children",net_average_tax_rate,100,0,25.31,PT
2012,DNK,Danemark,"Couple, 2 children",net_average_tax_rate,100,0,25.51,PT
2013,DNK,Danemark,"Couple, 2 children",net_average_tax_rate,100,0,25.14,PT
2014,DNK,Danemark,"Couple, 2 children",net_average_tax_rate,100,0,24.86,PT
2015,DNK,Danemark,"Couple, 2 children",net_average_tax_rate,100,0,25.27,PT
2016,DNK,Danemark,"Couple, 2 children",net_average_tax_rate,100,0,25.24,PT
2017,DNK,Danemark,"Couple, 2 children",net_average_tax_rate,100,0,25.2,PT
2018,DNK,Danemark,"Couple, 2 children",net_average_tax_rate,100,0,22.58,PT
2019,DNK,Danemark,"Couple, 2 children",net_average_tax_rate,100,0,23.04,PT
2020,DNK,Danemark,"Couple, 2 children",net_average_tax_rate,100,0,25.14,PT
2021,DNK,Danemark,"Couple, 2 children",net_average_tax_rate,100,0,25.42,PT
2022,DNK,Danemark,"Couple, 2 children",net_average_tax_rate,100,0,26.06,PT
2023,DNK,Danemark,"Couple, 2 children",net_average_tax_rate,100,0,26.37,PT
2024,DNK,Danemark,"Couple, 2 children",net_average_tax_rate,100,0,26.3,PT
2000,EST,Estonie,"Couple, 2 children",net_average_tax_rate,100,0,10.57,PT
2001,EST,Estonie,"Couple, 2 children",net_average_tax_rate,100,0,10.45,PT
2002,EST,Estonie,"Couple, 2 children",net_average_tax_rate,100,0,11.62,PT
2003,EST,Estonie,"Couple, 2 children",net_average_tax_rate,100,0,12.79,PT
2004,EST,Estonie,"Couple, 2 children",net_average_tax_rate,100,0,8.94,PT
2005,EST,Estonie,"Couple, 2 children",net_average_tax_rate,100,0,7.53,PT
2006,EST,Estonie,"Couple, 2 children",net_average_tax_rate,100,0,3.09,PT
2007,EST,Estonie,"Couple, 2 children",net_average_tax_rate,100,0,6.0,PT
2008,EST,Estonie,"Couple, 2 children",net_average_tax_rate,100,0,2.46,PT
2009,EST,Estonie,"Couple, 2 children",net_average_tax_rate,100,0,6.08,PT
2010,EST,Estonie,"Couple, 2 children",net_average_tax_rate,100,0,7.28,PT
2011,EST,Estonie,"Couple, 2 children",net_average_tax_rate,100,0,8.27,PT
2012,EST,Estonie,"Couple, 2 children",net_average_tax_rate,100,0,9.14,PT
2013,EST,Estonie,"Couple, 2 children",net_average_tax_rate,100,0,9.38,PT
2014,EST,Estonie,"Couple, 2 children",net_average_tax_rate,100,0,10.03,PT
2015,EST,Estonie,"Couple, 2 children",net_average_tax_rate,100,0,4.5,PT
2016,EST,Estonie,"Couple, 2 children",net_average_tax_rate,100,0,4.28,PT
2017,EST,Estonie,"Couple, 2 children",net_average_tax_rate,100,0,5.05,PT
2018,EST,Estonie,"Couple, 2 children",net_average_tax_rate,100,0,1.11,PT
2019,EST,Estonie,"Couple, 2 children",net_average_tax_rate,100,0,2.41,PT
2020,EST,Estonie,"Couple, 2 children",net_average_tax_rate,100,0,3.12,PT
2021,EST,Estonie,"Couple, 2 children",net_average_tax_rate,100,0,5.12,PT
2022,EST,Estonie,"Couple, 2 children",net_average_tax_rate,100,0,7.46,PT
2023,EST,Estonie,"Couple, 2 children",net_average_tax_rate,100,0,7.51,PT
2024,EST,Estonie,"Couple, 2 children",net_average_tax_rate,100,0,12.49,PT
2000,FIN,Finlande,"Couple, 2 children",net_average_tax_rate,100,0,24.75,PT
2001,FIN,Finlande,"Couple, 2 children",net_average_tax_rate,100,0,23.86,PT
2002,FIN,Finlande,"Couple, 2 children",net_average_tax_rate,100,0,23.73,PT
2003,FIN,Finlande,"Couple, 2 children",net_average_tax_rate,100,0,23.39,PT
2004,FIN,Finlande,"Couple, 2 children",net_average_tax_rate,100,0,22.62,PT
2005,FIN,Finlande,"Couple, 2 children",net_average_tax_rate,100,0,23.17,PT
2006,FIN,Finlande,"Couple, 2 children",net_average_tax_rate,100,0,23.06,PT
2007,FIN,Finlande,"Couple, 2 children",net_average_tax_rate,100,0,23.31,PT
2008,FIN,Finlande,"Couple, 2 children",net_average_tax_rate,100,0,23.6,PT
2009,FIN,Finlande,"Couple, 2 children",net_average_tax_rate,100,0,22.7,PT
2010,FIN,Finlande,"Couple, 2 children",net_average_tax_rate,100,0,23.01,PT
2011,FIN,Finlande,"Couple, 2 children",net_average_tax_rate,100,0,23.07,PT
2012,FIN,Finlande,"Couple, 2 children",net_average_tax_rate,100,0,23.02,PT
2013,FIN,Finlande,"Couple, 2 children",net_average_tax_rate,100,0,23.94,PT
2014,FIN,Finlande,"Couple, 2 children",net_average_tax_rate,100,0,24.43,PT
2015,FIN,Finlande,"Couple, 2 children",net_average_tax_rate,100,0,25.19,PT
2016,FIN,Finlande,"Couple, 2 children",net_average_tax_rate,100,0,25.19,PT
2017,FIN,Finlande,"Couple, 2 children",net_average_tax_rate,100,0,24.76,PT
2018,FIN,Finlande,"Couple, 2 children",net_average_tax_rate,100,0,25.03,PT
2019,FIN,Finlande,"Couple, 2 children",net_average_tax_rate,100,0,25.12,PT
2020,FIN,Finlande,"Couple, 2 children",net_average_tax_rate,100,0,25.99,PT
2021,FIN,Finlande,"Couple, 2 children",net_average_tax_rate,100,0,26.41,PT
2022,FIN,Finlande,"Couple, 2 children",net_average_tax_rate,100,0,26.03,PT
2023,FIN,Finlande,"Couple, 2 children",net_average_tax_rate,100,0,26.92,PT
2024,FIN,Finlande,"Couple, 2 children",net_average_tax_rate,100,0,25.75,PT
2000,FRA,France,"Couple, 2 children",net_average_tax_rate,100,0,16.06,PT
2001,FRA,France,"Couple, 2 children",net_average_tax_rate,100,0,15.95,PT
2002,FRA,France,"Couple, 2 children",net_average_tax_rate,100,0,16.05,PT
2003,FRA,France,"Couple, 2 children",net_average_tax_rate,100,0,16.4,PT
2004,FRA,France,"Couple, 2 children",net_average_tax_rate,100,0,16.38,PT
2005,FRA,France,"Couple, 2 children",net_average_tax_rate,100,0,16.91,PT
2006,FRA,France,"Couple, 2 children",net_average_tax_rate,100,0,17.14,PT
2007,FRA,France,"Couple, 2 children",net_average_tax_rate,100,0,17.33,PT
2008,FRA,France,"Couple, 2 children",net_average_tax_rate,100,0,17.36,PT
2009,FRA,France,"Couple, 2 children",net_average_tax_rate,100,0,17.62,PT
2010,FRA,France,"Couple, 2 children",net_average_tax_rate,100,0,17.71,PT
2011,FRA,France,"Couple, 2 children",net_average_tax_rate,100,0,17.85,PT
2012,FRA,France,"Couple, 2 children",net_average_tax_rate,100,0,17.98,PT
2013,FRA,France,"Couple, 2 children",net_average_tax_rate,100,0,17.46,PT
2014,FRA,France,"Couple, 2 children",net_average_tax_rate,100,0,17.75,PT
2015,FRA,France,"Couple, 2 children",net_average_tax_rate,100,0,17.97,PT
2016,FRA,France,"Couple, 2 children",net_average_tax_rate,100,0,18.06,PT
2017,FRA,France,"Couple, 2 children",net_average_tax_rate,100,0,18.11,PT
2018,FRA,France,"Couple, 2 children",net_average_tax_rate,100,0,17.38,PT
2019,FRA,France,"Couple, 2 children",net_average_tax_rate,100,0,16.3,PT
2020,FRA,France,"Couple, 2 children",net_average_tax_rate,100,0,14.84,PT
2021,FRA,France,"Couple, 2 children",net_average_tax_rate,100,0,16.84,PT
2022,FRA,France,"Couple, 2 children",net_average_tax_rate,100,0,17.05,PT
2023,FRA,France,"Couple, 2 children",net_average_tax_rate,100,0,16.95,PT
2024,FRA,France,"Couple, 2 children",net_average_tax_rate,100,0,16.92,PT
2000,DEU,Allemagne,"Couple, 2 children",net_average_tax_rate,100,0,22.0,PT
2001,DEU,Allemagne,"Couple, 2 children",net_average_tax_rate,100,0,21.38,PT
2002,DEU,Allemagne,"Couple, 2 children",net_average_tax_rate,100,0,21.39,PT
2003,DEU,Allemagne,"Couple, 2 children",net_average_tax_rate,100,0,22.39,PT
2004,DEU,Allemagne,"Couple, 2 children",net_average_tax_rate,100,0,21.47,PT
2005,DEU,Allemagne,"Couple, 2 children",net_average_tax_rate,100,0,22.03,PT
2006,DEU,Allemagne,"Couple, 2 children",net_average_tax_rate,100,0,22.59,PT
2007,DEU,Allemagne,"Couple, 2 children",net_average_tax_rate,100,0,22.56,PT
2008,DEU,Allemagne,"Couple, 2 children",net_average_tax_rate,100,0,22.49,PT
2009,DEU,Allemagne,"Couple, 2 children",net_average_tax_rate,100,0,20.61,PT
